Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ExitRates,PageValues,SpecialDay,Weekend,OperatingSystems_2,OperatingSystems_3,OperatingSystems_Other,Browser_2,Browser_Other,Region_3,Region_Other,TrafficType_2,TrafficType_3,TrafficType_Other,Revenue
0.0,0.0,0.0,0.0,0.16274694268311124,1.0000000000000002,0.0,0.0,0,0,1,0,1,0,0,1,0,0,1,0
0.0,0.0,0.0,0.0,0.16274694268311124,1.0000000000000002,0.0,0.0,1,0,1,0,1,0,0,1,0,0,0,0
0.6142120887732984,0.6732610370930621,0.0,0.0,0.4694675218893237,0.3569395207448401,0.9931825050796683,0.0,0,1,0,0,0,1,0,1,0,0,0,1
0.0,0.0,0.0,0.0,0.20567283817861695,0.7761602126304192,0.0,0.0,0,1,0,0,1,0,1,0,0,0,0,0
0.0,0.0,0.0,0.0,0.382894805971822,0.3631889216298053,0.0,0.0,0,1,0,0,0,1,1,0,0,0,0,0
0.5188301898780046,0.6616199840625421,0.0,0.0,0.2895447173444671,0.10708516301609378,0.0,0.0,1,0,1,0,1,0,0,0,1,0,0,0
0.5188301898780046,0.5466491406183371,0.0,0.0,0.20567283817861695,0.7463636991870279,0.0,0.0,1,0,1,0,1,0,1,0,0,1,0,1
0.0,0.0,0.0,0.0,0.16274694268311124,0.895958648067503,0.0,0.0,0,1,0,0,1,0,0,0,1,0,0,0
0.5188301898780046,0.6830992470487054,0.0,0.0,0.2895447173444671,0.4745554574316265,0.9971528871659864,0.0,0,0,0,0,0,0,0,0,0,0,1,1
0.0,0.0,0.0,0.0,0.3576439057678787,0.895958648067503,0.0,0.0,0,0,0,1,1,0,0,0,0,1,0,0
0.3591665742723996,0.42881110660734506,0.0,0.0,0.5786362988659886,0.20908567169561487,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.16274694268311124,0.7761602126304192,0.0,0.9999969399792072,0,0,1,0,0,1,0,0,0,1,0,0
0.3591665742723996,0.48818756745140623,0.0,0.0,0.5335047687795096,0.4745554574316265,0.0,0.0,1,1,0,0,1,0,0,1,0,0,0,0
0.6142120887732984,0.5176370767968721,0.0,0.0,0.45562919168975374,0.34941836004168725,0.9931019975918989,0.0,1,1,0,0,0,1,0,0,0,0,0,1
0.6794059422822234,0.7730484622636372,0.9998025409895108,0.9963531031872737,0.6284354289668873,0.4243946366762665,0.0,0.0,0,1,0,0,1,0,0,1,1,0,0,0
0.3591665742723996,0.47483725984179215,0.9224973843576655,0.9794556524284578,0.5378115167251635,0.26017983543506096,0.0,0.0,0,1,0,0,1,0,0,0,1,0,0,0
0.0,0.0,0.0,0.0,0.37079053594151595,0.8047965389978793,0.0,0.9999969399792072,0,1,0,0,1,0,0,0,1,0,0,0
0.0,0.0,0.0,0.0,0.3576439057678787,0.5931120705620262,0.0,0.0,0,1,0,0,0,1,0,0,0,0,1,0
0.5188301898780046,0.42881110660734506,0.0,0.0,0.6307844755544777,0.42551415227032763,0.9870285131539591,0.0,0,0,1,0,1,0,0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.37079053594151595,0.2024501703325972,0.0,0.0,0,1,0,0,1,0,1,0,0,0,1,0
0.5188301898780046,0.6504816463457764,0.9826422233302372,0.9947928274446842,0.37079053594151595,0.07096686454268664,0.0,0.0,0,0,1,0,1,0,0,1,1,0,0,0
0.6794059422822234,0.6964986269440028,0.9986610317224779,0.9923690969949043,0.37079053594151595,0.2118626701626259,0.0,0.0,0,0,1,0,1,0,1,0,1,0,0,0
0.5188301898780046,0.4477086257472208,0.0,0.0,0.20567283817861695,0.5931120705620262,0.9962555107622562,0.0,0,1,0,0,1,0,0,1,0,0,1,0
0.6794059422822234,0.6026988146848857,0.0,0.0,0.43221025348065784,0.22218791374169733,0.0,0.0,0,1,0,0,1,0,0,0,1,0,0,0
0.8598857302857538,0.7673195443783779,0.9826422233302372,0.9675931987899642,0.6660919124333449,0.2093615099162926,0.9581917870287454,0.0,0,0,1,0,1,0,1,0,1,0,0,0
0.0,0.0,0.0,0.0,0.5047878503649416,0.7945986851778375,0.0,0.0,0,1,0,0,0,1,0,0,0,1,0,0
0.0,0.0,0.0,0.0,0.3576439057678787,0.7399563563134344,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0
0.6794059422822234,0.5627416040076191,0.9224973843576655,0.9533077664815784,0.34325709005522664,0.27587697282074863,0.0,0.0,0,1,0,0,1,0,0,1,1,0,0,0
0.0,0.0,0.0,0.0,0.20567283817861695,0.7761602126304192,0.0,0.0,1,1,0,0,0,1,1,0,0,0,1,0
0.0,0.0,0.0,0.0,0.20567283817861695,0.7761602126304192,0.0,0.9999969399792072,0,0,1,0,1,0,0,1,1,0,0,0
0.0,0.0,0.0,0.0,0.6307844755544777,0.5051448399772961,0.0,0.9999969399792072,0,0,1,0,1,0,0,1,0,1,0,0
0.3591665742723996,0.4761128127953994,0.9992448398316953,0.997340263526234,0.6545230027302067,0.7052192734651718,0.0,0.0,0,0,1,0,1,0,0,1,1,0,0,0
0.8203916460979612,0.8369971824924338,0.9986610317224779,0.9915945259163639,0.4881381757262771,0.5971354871281751,0.0,0.0,1,0,1,0,1,0,1,0,1,0,0,0
0.0,0.0,0.0,0.0,0.4482127998328703,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0
0.0,0.0,0.0,0.0,0.32736984110497175,0.4307744793222622,0.0,0.0,0,0,1,0,1,0,0,1,0,1,0,0
0.3591665742723996,0.37137016228482106,0.9224973843576655,0.9750204015607193,0.4759460622378967,0.7014868162078725,0.0,0.0,0,1,0,0,1,0,0,1,1,0,0,0
0.9332195441947893,0.7276591397212384,0.9986610317224779,0.9895857176283513,0.6284354289668873,0.4905278199790583,0.9983207037214745,0.0,1,0,1,0,1,0,0,0,0,1,0,0
0.0,0.0,0.0,0.0,0.43221025348065784,0.34505322195324095,0.0,0.0,0,0,1,0,1,0,0,1,0,0,1,0
0.5188301898780046,0.720520820138417,0.9826422233302372,0.9900280864160558,0.45562919168975374,0.1911233901269852,0.0,0.0,0,0,1,0,1,0,0,1,0,0,0,0
0.3591665742723996,0.39747120198463515,0.0,0.0,0.16274694268311124,0.0,0.0,0.0,0,1,0,0,1,0,0,1,0,0,1,0
0.5188301898780046,0.4810865229068032,0.9224973843576655,0.9995005825619608,0.5850272707294827,0.44680699764032134,0.0,0.0,1,1,0,0,1,0,1,0,1,0,0,0
0.7275898135008816,0.7099667108911965,0.0,0.0,0.6642224301837278,0.1553727058516972,0.9888998652281874,0.0,0,1,0,0,0,1,0,0,1,0,0,1
0.3591665742723996,0.6525571718055847,0.9973696588315393,0.9970781388030161,0.382894805971822,0.08502856448349677,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0
0.0,0.0,0.0,0.0,0.23905757997177052,0.895958648067503,0.0,0.0,0,1,0,0,1,0,0,1,1,0,0,0
0.5188301898780046,0.7929182735277365,0.0,0.0,0.3941106241394924,0.3136505467859816,0.0,0.0,1,0,0,0,0,0,1,0,1,0,0,0
0.6794059422822234,0.6671421813299641,0.9826422233302372,0.9867173443666608,0.34325709005522664,0.26017983543506096,0.0,0.0,1,0,0,0,0,0,1,0,0,0,1,0
0.0,0.0,0.9224973843576655,0.0,0.5911651485183995,0.2983461829010019,0.0,0.0,1,0,1,0,1,0,0,1,0,0,1,0
0.6794059422822234,0.6301838343542021,0.9224973843576655,0.9953755546989026,0.6135428683683916,0.19542160365316513,0.0,0.0,0,0,0,0,0,0,0,1,1,0,0,1
0.0,0.0,0.0,0.0,0.20567283817861695,0.7761602126304192,0.0,0.0,0,0,0,0,0,0,1,0,0,1,0,0
0.3591665742723996,0.5033029116787977,0.0,0.0,0.40456009785430513,0.6551313870491913,0.980060672674921,0.0,0,0,0,0,0,0,1,0,0,1,0,1
0.0,0.0,0.0,0.0,0.10246461450935013,0.895958648067503,0.0,0.0,0,0,1,0,1,0,0,1,1,0,0,0
0.7275898135008816,0.6803908047552325,0.0,0.0,0.5460808298602133,0.4686225923475921,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0
0.3591665742723996,0.4737641014803124,0.0,0.0,0.43221025348065784,0.13197029429720947,0.9653281713188775,0.0,0,0,1,0,1,0,0,1,1,0,0,1
0.0,0.0,0.0,0.0,0.34325709005522664,0.17187845449680889,0.0,0.0,0,0,0,1,1,0,0,1,0,0,1,0
0.3591665742723996,0.7090895018099524,0.0,0.0,0.6963971710959727,0.011390709079020012,0.0,0.0,0,1,0,0,1,0,1,0,1,0,0,0
0.5188301898780046,0.5666605330776937,0.9826422233302372,0.9883913108545186,0.4627040239600487,0.3875752911200871,0.0,0.0,1,1,0,0,1,0,0,1,0,0,1,0
0.0,0.0,0.0,0.0,0.16274694268311124,1.0000000000000002,0.0,0.0,0,1,0,0,1,0,0,1,0,0,1,0
0.0,0.0,0.0,0.0,0.3096300675496747,0.9384361830871648,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0
0.8203916460979612,0.7298004316731939,0.0,0.0,0.6420252668199171,0.190051583253401,0.9976349838038062,0.0,0,1,0,0,0,1,0,1,1,0,0,0
0.0,0.0,0.0,0.0,0.2895447173444671,0.7761602126304192,0.0,0.0,0,1,0,0,1,0,1,0,0,0,0,0
0.6142120887732984,0.4087889663890366,0.9224973843576655,0.9689973912630647,0.20567283817861695,0.8466856610416955,0.0,0.0,0,1,0,0,1,0,0,0,0,1,0,0
0.0,0.0,0.0,0.0,0.16274694268311124,0.895958648067503,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0
0.0,0.0,0.0,0.0,0.10246461450935013,1.0000000000000002,0.0,0.0,0,0,0,1,1,0,1,0,0,0,1,0
0.0,0.0,0.0,0.0,0.32736984110497175,0.6746478954075408,0.0,0.0,1,1,0,0,1,0,0,1,0,0,1,0
0.6794059422822234,0.7708259384548843,0.9224973843576655,0.0,0.5047878503649416,0.32246348162771654,0.0,0.0,0,0,0,0,0,0,1,0,1,0,0,0
0.0,0.0,0.9224973843576655,0.0,0.7293841950812379,0.6237368301080174,0.0,0.0,0,1,0,0,1,0,0,1,0,0,1,0
0.0,0.0,0.0,0.0,0.32736984110497175,0.5697180248845158,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,0.0,0.0,0.0,0.32736984110497175,0.4307744793222622,0.0,0.0,0,1,0,0,0,1,1,0,1,0,0,0
0.7650768473752257,0.7162797334218499,0.9973696588315393,0.9915869830415591,0.509960697590773,0.4574090636081362,0.0,0.0,0,1,0,0,1,0,0,1,0,0,0,0
0.5188301898780046,0.4981183990400276,0.0,0.0,0.37079053594151595,0.4997885124899693,0.0,0.0,0,0,0,1,0,1,0,0,0,1,0,0
0.9495615297875201,0.7849438725554394,0.9992448398316953,0.9994584813686193,0.6604148099548199,0.27134415855434246,0.9905746962346054,0.0,0,1,0,0,0,1,0,1,1,0,0,0
0.3591665742723996,0.5976226873875606,0.0,0.0,0.5999392086796179,0.2991033796515693,0.0,0.0,0,1,0,0,1,0,1,0,1,0,0,0
0.0,0.0,0.0,0.0,0.37079053594151595,0.2024501703325972,0.0,0.0,0,0,0,0,0,0,1,0,1,0,0,0
0.0,0.0,0.0,0.0,0.23905757997177052,0.895958648067503,0.0,0.0,0,0,1,0,1,0,0,0,0,0,1,0
0.0,0.0,0.0,0.0,0.5539301972189634,0.47925654091158587,0.0,0.0,1,0,0,0,0,0,0,1,1,0,0,0
0.6142120887732984,0.7783921416928796,0.0,0.0,0.45562919168975374,0.45904395244743157,0.0,0.0,0,1,0,0,0,1,0,1,0,0,0,0
0.0,0.0,0.0,0.0,0.3576439057678787,0.5931120705620262,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0
0.3591665742723996,0.5092436089781671,0.0,0.0,0.5245133476291169,0.3894400462492893,0.9864597456706099,0.0,0,1,0,0,0,1,1,0,0,0,1,1
0.7275898135008816,0.7567632371195736,0.0,0.0,0.621167491237466,0.3736941596462186,0.0,0.999957785904151,0,0,1,0,1,0,1,0,0,0,1,0
0.9137236431045687,0.8625433920426926,0.9826422233302372,0.9864443619462282,0.5786362988659886,0.4361256053930068,0.7878580808357541,0.0,1,0,0,0,0,0,0,1,0,0,1,0
0.6142120887732984,0.7019037120731646,0.9224973843576655,0.9939072836222306,0.5818647262569435,0.04613565740243025,0.0,0.0,1,1,0,0,1,0,1,0,1,0,0,0
0.6142120887732984,0.5895918415595385,0.0,0.0,0.7676722058978345,0.11888773247350737,0.0,0.0,1,1,0,0,1,0,0,1,0,0,1,0
0.0,0.0,0.0,0.0,0.5685265874764319,0.4893295988759948,0.0,0.0,0,1,0,0,1,0,0,1,0,1,0,0
0.0,0.0,0.0,0.0,0.20567283817861695,0.7761602126304192,0.0,0.0,0,1,0,0,1,0,0,1,0,1,0,0
0.0,0.0,0.0,0.0,0.10246461450935013,1.0000000000000002,0.0,0.0,0,1,0,0,0,1,0,0,1,0,0,0
0.6142120887732984,0.5567635843170591,0.0,0.0,0.44041998670264904,0.21820076259479904,0.0,0.0,1,1,0,0,1,0,0,1,1,0,0,0
0.0,0.0,0.0,0.0,0.10246461450935013,0.0,0.9960508550299118,0.0,0,0,0,0,0,0,0,1,0,1,0,1
0.0,0.0,0.9939992634841912,0.9989905639026004,0.7724518070119836,0.2530857236594769,0.9339539733860741,0.0,0,1,0,0,1,0,0,0,0,0,0,0
0.5188301898780046,0.47483725984179215,0.0,0.0,0.3096300675496747,0.22218791374169733,0.0,0.0,0,1,0,0,1,0,1,0,0,0,1,0
0.0,0.0,0.0,0.0,0.37079053594151595,0.15437866061155786,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0
0.6142120887732984,0.5879639981981651,0.9973696588315393,0.9982542829771396,0.6819791522072294,0.6491971859337011,0.9778143789109457,0.0,0,1,0,0,1,0,0,0,0,1,0,0
0.3591665742723996,0.5187575815545754,0.0,0.0,0.5149656531164877,0.4488151752116964,0.0,0.0,0,0,1,0,1,0,0,0,0,0,1,0
0.0,0.0,0.0,0.0,0.20567283817861695,0.7761602126304192,0.0,0.9798412420973142,0,1,0,0,1,0,0,1,0,0,1,0
0.0,0.0,0.9939992634841912,0.9908740231669768,0.6186672987766518,0.472317772652047,0.0,0.0,0,0,1,0,1,0,0,0,0,1,0,0
0.0,0.0,0.0,0.0,0.32736984110497175,0.4307744793222622,0.0,0.0,0,1,0,0,0,1,0,0,0,0,1,0
0.0,0.0,0.0,0.0,0.3096300675496747,0.8548438578998225,0.0,0.0,0,0,1,0,1,0,0,1,0,0,0,0
0.6794059422822234,0.6476506730541998,0.0,0.0,0.382894805971822,0.058658038973427695,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,0.0,0.0,0.0,0.5614004115290385,0.45164745823247293,0.0,0.9992574716528573,0,1,0,0,1,0,0,1,0,0,0,0
0.0,0.0,0.0,0.0,0.5753391696582283,0.5737969721890686,0.0,0.0,0,0,0,1,0,0,1,0,0,1,0,0
0.0,0.0,0.0,0.0,0.2895447173444671,0.6316018289954477,0.0,0.0,0,1,0,0,1,0,0,1,0,1,0,0
0.0,0.0,0.0,0.0,0.32736984110497175,0.9790691661282593,0.0,0.9999969399792072,0,0,1,0,1,0,0,0,0,1,0,0
0.0,0.0,0.0,0.0,0.5198133256685775,0.45164745823247293,0.0,0.9999969399792072,0,1,0,0,1,0,0,1,0,1,0,0
0.0,0.0,0.0,0.0,0.41434173832833765,0.6494612398088746,0.0,0.0,0,1,0,0,1,0,0,0,1,0,0,0
0.0,0.0,0.0,0.0,0.5460808298602133,0.9532166151271113,0.0,0.0,1,0,1,0,1,0,0,0,0,1,0,0
0.0,0.0,0.0,0.0,0.2663926490055427,0.5931120705620262,0.0,0.0,0,1,0,0,1,0,0,0,1,0,0,0
0.5188301898780046,0.7250043470770609,0.0,0.0,0.5047878503649416,0.15980317532608662,0.0,0.0,1,0,0,0,1,0,0,1,0,0,1,0
0.0,0.0,0.9939992634841912,0.991771827018227,0.637625935149545,0.3710246619388941,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0,0
0.0,0.0,0.0,0.0,0.4627040239600487,0.6544036764571107,0.0,0.0,0,0,0,1,0,0,0,1,0,0,0,0
0.0,0.0,0.9826422233302372,0.9725871314584855,0.5577103837688566,0.296150579840029,0.0,0.0,0,0,1,0,1,0,1,0,1,0,0,0
0.0,0.0,0.0,0.0,0.3096300675496747,0.3136505467859816,0.9800443694881833,0.9992574716528573,0,0,0,1,0,0,0,1,1,0,0,1
0.0,0.0,0.0,0.0,0.23905757997177052,0.4307744793222622,0.0,0.0,0,1,0,0,0,1,1,0,0,0,1,0
0.5188301898780046,0.7890586747928676,0.0,0.0,0.4482127998328703,0.3631889216298053,0.9853561620971761,0.0,0,0,1,0,1,0,0,0,1,0,0,1
0.3591665742723996,0.3850707214021808,0.0,0.0,0.40456009785430513,0.6996446063837838,0.0,0.0,1,0,1,0,1,0,0,0,0,0,0,0
0.3591665742723996,0.6143668461717781,0.0,0.0,0.3941106241394924,0.15980317532608662,0.9964882711450349,0.0,0,0,0,0,0,0,0,0,1,0,0,1
0.0,0.0,0.0,0.0,0.34325709005522664,0.4307744793222622,0.9982363654887956,0.0,1,0,0,0,0,0,0,1,0,0,1,1
0.6794059422822234,0.8447541501393709,0.0,0.0,0.20567283817861695,0.7541561876549921,0.0,0.0,0,0,1,0,1,0,1,0,0,1,0,0
0.6142120887732984,0.6551968946260716,0.9992448398316953,0.9963819670709829,0.43221025348065784,0.0,0.9913847258552274,0.0,0,1,0,0,1,0,0,1,0,0,1,1
0.0,0.0,0.0,0.0,0.3941106241394924,0.4997885124899693,0.0,0.0,0,1,0,0,0,1,0,1,1,0,0,0
0.0,0.0,0.0,0.0,0.4482127998328703,0.6932569747513531,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.509960697590773,0.37297534428191154,0.0,0.0,0,1,0,0,1,0,0,1,0,0,1,0
0.3591665742723996,0.0,0.0,0.0,0.32736984110497175,0.8106635998908167,0.0,0.0,0,1,0,0,1,0,0,0,0,0,1,0
0.6794059422822234,0.7683596216465849,0.0,0.0,0.6483995141534802,0.5326466410572128,0.0,0.0,1,0,1,0,1,0,0,0,1,0,0,0
0.9417297203423447,0.9084751362441215,0.0,0.0,0.5577103837688566,0.36862289956046945,0.9550561069947863,0.999957785904151,0,1,0,0,1,0,1,0,0,0,1,0
0.8203916460979612,0.746825487917691,0.0,0.0,0.49943538965350415,0.1878382302693662,0.0,0.0,0,1,0,0,0,1,0,0,1,0,0,0
0.0,0.0,0.0,0.0,0.10246461450935013,1.0000000000000002,0.0,0.0,0,1,0,0,0,1,1,0,0,0,0,0
0.0,0.0,0.9973696588315393,0.9946500734742816,0.8809957446550778,0.4035014858709567,0.0,0.0,0,1,0,0,1,0,0,0,1,0,0,1
0.8899058651916059,0.7353924251165211,0.9998025409895108,0.9978146601498277,0.8906244834445105,0.46025081089274905,0.7857030974481093,0.0,0,0,1,0,1,0,0,0,0,1,0,0
0.3591665742723996,0.5082736506100842,0.9224973843576655,0.0,0.6055245210979143,0.327055496554732,0.0,0.0,1,1,0,0,0,1,0,0,0,0,0,0
0.7275898135008816,0.7322115417067425,0.9973696588315393,0.9955785427001621,0.77890783172256,0.08794065843147914,0.0,0.0,0,1,0,0,1,0,1,0,1,0,0,0
0.0,0.0,0.0,0.0,0.3096300675496747,0.7227431221504552,0.0,0.999957785904151,0,1,0,0,1,0,0,1,0,0,1,0
0.0,0.0,0.0,0.0,0.2895447173444671,0.9550139697458125,0.0,0.0,1,0,0,1,0,0,0,0,0,1,0,0
0.6142120887732984,0.7414138194554127,0.9826422233302372,0.9823717980937325,0.5850272707294827,0.23099390073279039,0.9827689782222484,0.0,0,1,0,0,1,0,1,0,1,0,0,0
0.3591665742723996,0.26793739487438933,0.9826422233302372,0.9313710030154241,0.7109959704060042,0.25320354785231314,0.0,0.0,0,1,0,0,1,0,0,0,1,0,0,0
0.0,0.0,0.0,0.0,0.23905757997177052,0.6746478954075408,0.0,0.0,0,1,0,0,0,1,0,0,0,1,0,0
